词组,拼音,候选词位置
避免,bimm,1
笔墨,bimo,1
闭幕,bimu,1
比美,bimw,1
婢,bin,1
妣,binb,1
比拟,bini,1
避难,binj,1
婢,binu,1
婢女,binv,1
肶,biob,1
币,bip,1
比拼,bipb,1
币,bipj,1
逼平,bipk,1
逼迫,bipo,1
裨,bipu,1
匕,bipv,1
狴,biq,1
比起,biqi,1
鼻腔,biql,1
壁球,biqq,1
狴,biqt,1
俾,bir,1
佖,birb,1
鄙人,birf,1
避让,birh,1
必然,birj,1
比如,biru,1
鼻塞,bis,1
比萨,bisa,1
比赛,bisd,1
闭塞,bise,1
必死,bisi,1
闭锁,biso,1
畀,bit,1
笔套,bitc,1
比特,bite,1
鼻涕,biti,1
笔谈,bitj,1
笔挺,bitk,1
畀,bitl,1
笔筒,bits,1
鼻头,bitz,1
壁,biu,1
璧,biu,2
必杀,biua,1
屄,biub,1
必胜,biug,1
闭上,biuh,1
鄙视,biui,1
嬖,biun,1
臂,biuo,1
贲,biur,1
壁,biut,1
避暑,biuu,1
辟,biuu,2
避税,biuv,1
笔顺,biuy,1
匕首,biuz,1
笔,biv,1
篦,bivb,1
比照,bivc,1
逼债,bivd,1
闭着,bive,1
逼真,bivf,1
必争,bivg,1
臂章,bivh,1
壁纸,bivi,1
臂展,bivj,1
箅,bivl,1
比重,bivs,1
筚,bivu,1
碧,biw,1
珌,biwb,1
逼问,biwf,1
臂弯,biwj,1
比武,biwu,1
觱,biwy,1
愎,bix,1
笔芯,bixb,1
鼻息,bixi,1
笔形,bixk,1
避嫌,bixm,1
避险,bixm,2
辟邪,bixp,1
必修,bixq,1
必选,bixr,1
鼻血,bixt,1
必须,bixu,1
陛下,bixx,1
觱,bixy,1
诐,biy,1
鼻音,biyb,1
必要,biyc,1
毕业,biye,1
鼻翼,biyi,1
鄙夷,biyi,2
闭眼,biyj,1
鼻炎,biyj,2
必用,biys,1
比喻,biyu,1
避孕,biyy,1
必有,biyz,1
避,biz,1
逼仄,bize,1
鼻子,bizi,1
鼻,bizl,1
比作,bizo,1
逼,bizt,1
鼻祖,bizu,1
闭嘴,bizv,1
逼走,bizz,1
办,bj,1
背景,bj,2
办案,bja,1
办案,bjan,1
颁,bjb,1
板报,bjbc,1
半百,bjbd,1
版本,bjbf,1
半壁,bjbi,1
斑斑,bjbj,1
搬兵,bjbk,1
半边,bjbm,1
斑驳,bjbo,1
颁,bjbr,1
颁布,bjbu,1
癍,bjbw,1
瘢,bjby,1
半仓,bjc,1
板材,bjcd,1
半仓,bjch,1
班次,bjci,1
板寸,bjcy,1
半,bjd,1
半大,bjda,1
搬到,bjdc,1
半岛,bjdc,2
板凳,bjdg,1
班底,bjdi,1
半点,bjdm,1
半段,bjdr,1
搬动,bjds,1
伴读,bjdu,1
湴,bjdy,1
阪,bje,1
搬,bjf,1
办法,bjfa,1
拌,bjfb,1
扮,bjfd,1
半分,bjff,1
拌饭,bjfj,1
扳,bjfy,1
靽,bjgb,1
半个,bjge,1
办公,bjgs,1
版规,bjgv,1
办好,bjhc,1
瘢痕,bjhf,1
半酣,bjhj,1
搬回,bjhv,1
版画,bjhx,1
半场,bji,1
班车,bjie,1
办成,bjig,1
半场,bjih,1
班禅,bjij,1
搬出,bjiu,1
半斤,bjjb,1
班级,bjji,1
半径,bjjk,1
颁奖,bjjl,1
半角,bjjn,1
半截,bjjp,1
斑鸠,bjjq,1
半句,bjju,1
搬家,bjjx,1
钣,bjjy,1
版块,bjk,1
办卡,bjka,1
搬开,bjkd,1
版块,bjkk,1
半空,bjks,1
扮酷,bjku,1
瓣,bjl,1
半拉,bjla,1
办,bjld,1
伴郎,bjlh,1
办理,bjli,1
斑斓,bjlj,1
拌料,bjln,1
半裸,bjlo,1
半路,bjlu,1
伴侣,bjlv,1
板,bjm,1
斑马,bjma,1
柈,bjmb,1
版面,bjmm,1
粄,bjmy,1
伴娘,bjnl,1
半年,bjnm,1
搬弄,bjns,1
昄,bjo,1
昄,bjoy,1
版,bjp,1
半拍,bjpd,1
半瓶,bjpk,1
半票,bjpn,1
半坡,bjpo,1
般配,bjpw,1
版,bjpy,1
搬迁,bjqm,1
版权,bjqr,1
伴,bjr,1
伴,bjrb,1
半日,bjri,1
搬入,bjru,1
绊,bjs,1
绊,bjsb,1
半死,bjsi,1
伴随,bjsv,1
坂,bjt,1
半天,bjtm,1
办妥,bjto,1
半桶,bjts,1
半途,bjtu,1
半身,bjuf,1
半生,bjug,1
班上,bjuh,1
办事,bjui,1
半山,bjuj,1
半数,bjuu,1
版税,bjuv,1
扳手,bjuz,1
般,bjv,1
伴着,bjve,1
办证,bjvg,1
班长,bjvh,1
搬砖,bjvr,1
版主,bjvu,1
半周,bjvz,1
班,bjw,1
斑纹,bjwf,1
办完,bjwj,1
伴舞,bjwu,1
斑,bjww,1
颁行,bjxk,1
扮相,bjxl,1
半仙,bjxm,1
板鸭,bjya,1
伴音,bjyb,1
半夜,bjye,1
搬移,bjyi,1
扮演,bjyj,1
半圆,bjyr,1
半月,bjyt,1
搬运,bjyy,1
伴有,bjyz,1
班子,bjzi,1
扮作,bjzo,1
班组,bjzu,1
拌嘴,bjzv,1
伴奏,bjzz,1
并,bk,1
丙,bka,1
并案,bkan,1
病,bkb,1
病,bkbb,1
冰雹,bkbc,1
兵败,bkbd,1
邴,bkbe,1
冰棒,bkbh,1
冰冰,bkbk,1
病变,bkbm,1
并表,bkbn,1
并不,bkbu,1
并存,bkc,1
冰层,bkcg,1
并存,bkcy,1
冰,bkd,1
冰岛,bkdc,1
冰袋,bkdd,1
冰灯,bkdg,1
兵丁,bkdk,1
冰点,bkdm,1
冰雕,bkdn,1
冰冻,bkds,1
病毒,bkdu,1
摒,bkf,1
兵法,bkfa,1
抦,bkfb,1
冰封,bkfg,1
病房,bkfh,1
摒,bkfk,1
冰敷,bkfu,1
并非,bkfw,1
并购,bkg,1
禀告,bkgc,1
冰盖,bkgd,1
病根,bkgf,1
饼干,bkgj,1
秉公,bkgs,1
病故,bkgu,1
冰柜,bkgv,1
冰棍,bkgy,1
并购,bkgz,1
炳,bkh,1
炳,bkhb,1
病号,bkhc,1
病害,bkhd,1
冰河,bkhe,1
冰寒,bkhj,1
病患,bkhr,1
冰花,bkhx,1
蛃,bki,1
蛃,bkib,1
秉承,bkig,1
秉持,bkii,1
冰铲,bkij,1
病床,bkil,1
冰川,bkir,1
摒除,bkiu,1
并将,bkj,1
并进,bkjb,1
并击,bkji,1
冰晶,bkjk,1
并将,bkjl,1
并肩,bkjm,1
冰窖,bkjn,1
并就,bkjq,1
病句,bkju,1
病假,bkjx,1
病菌,bkjy,1
并可,bkk,1
并可,bkke,1
冰块,bkkk,1
并口,bkkz,1
病了,bkle,1
冰冷,bklg,1
槟榔,bklh,1
病例,bkli,1
冰凌,bklk,1
冰凉,bkll,1
并联,bklm,1
并列,bklp,1
并拢,bkls,1
柄,bkm,1
槟,bkm,2
兵马,bkma,1
病猫,bkmc,1
禀明,bkmk,1
病魔,bkmo,1
并没,bkmw,1
昺,bko,1
昺,bkob,1
秉,bkp,1
并排,bkpd,1
兵痞,bkpi,1
秉,bkpn,1
兵,bkq,1
兵,bkqb,1
兵器,bkqi,1
病情,bkqk,1
并且,bkqp,1
冰球,bkqq,1
兵权,bkqr,1
病人,bkr,1
病人,bkrf,1
仌,bkrr,1
病容,bkrs,1
并入,bkru,1
病死,bks,1
病死,bksi,1
病痛,bkt,1
病榻,bkta,1
病态,bktd,1
冰糖,bkth,1
病体,bkti,1
兵团,bktr,1
病痛,bkts,1
病退,bktv,1
饼,bku,1
冰上,bkuh,1
病逝,bkui,1
冰山,bkuj,1
屏,bkuk,1
冰霜,bkul,1
兵书,bkuu,1
冰水,bkuv,1
病症,bkv,1
冰爪,bkvc,1
冰镇,bkvf,1
病症,bkvg,1
病重,bkvs,1
冰柱,bkvu,1
冰锥,bkvv,1
禀,bkw,1
并网,bkwh,1
并无,bkwu,1
并未,bkww,1
禀,bkwx,1
屏息,bkxi,1
并行,bkxk,1
冰箱,bkxl,1
冰鞋,bkxp,1
冰雪,bkxt,1
病因,bkyb,1
兵营,bkyk,1
并用,bkys,1
并于,bkyu,1
并有,bkyz,1
并在,bkz,1
并在,bkzd,1
饼子,bkzi,1
本来,bl,1
𰻝,blzx,1
边,bm,1
鳊,bma,1
鳊,bmac,1
编报,bmbc,1
变白,bmbd,1
便便,bmbm,1
辩驳,bmbo,1
辨别,bmbp,1
遍布,bmbu,1
苄,bmc,1
苄,bmcb,1
萹,bmcc,1
辩才,bmcd,1
鞭策,bmce,1
辩词,bmci,1
便餐,bmcj,1
汴,bmd,1
变大,bmda,1
汴,bmdb,1
编导,bmdc,1
变得,bmde,1
便当,bmdh,1
遍地,bmdi,1
贬低,bmdi,2
扁担,bmdj,1
编订,bmdk,1
变调,bmdn,1
变短,bmdr,1
变动,bmds,1
编队,bmdv,1
卞,bmdx,1
扁豆,bmdz,1
匾额,bme,1
匾额,bmee,1
抃,bmf,1
变法,bmfa,1
抃,bmfb,1
边锋,bmfg,1
边防,bmfh,1
便饭,bmfj,1
蝙蝠,bmfu,1
鞭,bmg,1
变革,bmge,1
变更,bmgg,1
边关,bmgr,1
变故,bmgu,1
变卦,bmgx,1
扁,bmh,1
煸,bmh,2
编号,bmhc,1
便函,bmhj,1
变坏,bmhk,1
变黄,bmhl,1
变换,bmhr,1
变红,bmhs,1
辩护,bmhu,1
变回,bmhv,1
变黑,bmhw,1
变化,bmhx,1
编程,bmi,1
变差,bmia,1
蝙,bmic,1
便车,bmie,1
变成,bmig,1
变长,bmih,1
鞭笞,bmii,1
边陲,bmiv,1
辩解,bmj,1
编辑,bmji,1
边境,bmjk,1
边疆,bmjl,1
边检,bmjm,1
边角,bmjn,1
便捷,bmjp,1
编剧,bmju,1
边距,bmju,2
贬,bmk,1
匾,bmkc,1
便可,bmke,1
贬,bmkf,1
变快,bmkk,1
边框,bmkl,1
辩,bml,1
辨,bml,2
变老,bmlc,1
辨,bmld,1
变了,bmle,1
变冷,bmlg,1
便利,bmli,1
变懒,bmlj,1
变量,bmll,1
变脸,bmlm,1
辫,bmls,1
辫,bmlu,1
变绿,bmlv,1
辩论,bmly,1
编码,bmm,1
编码,bmma,1
便民,bmmb,1
边贸,bmmc,1
变卖,bmmd,1
边门,bmmf,1
便秘,bmmi,1
变慢,bmmj,1
辨明,bmmk,1
辩难,bmnj,1
便溺,bmnn,1
变暖,bmnr,1
编内,bmnw,1
昪,bmo,1
昪,bmoc,1
褊,bmp,1
变频,bmpb,1
鞭炮,bmpc,1
编排,bmpd,1
变胖,bmph,1
变盘,bmpj,1
扁平,bmpk,1
釆,bmpm,1
便签,bmq,1
变强,bmql,1
变迁,bmqm,1
扁鹊,bmqt,1
编曲,bmqu,1
边卡,bmqx,1
便,bmr,1
辨认,bmrf,1
便,bmrg,1
变弱,bmro,1
变软,bmrr,1
编入,bmru,1
编,bms,1
弁,bmsc,1
边塞,bmsd,1
变色,bmse,1
变速,bmsu,1
贬损,bmsy,1
变态,bmt,1
鞭挞,bmta,1
扁桃,bmtc,1
变态,bmtd,1
便溏,bmth,1
变体,bmti,1
变天,bmtm,1
便条,bmtn,1
变通,bmts,1
砭,bmu,1
变傻,bmua,1
碥,bmuc,1
变身,bmuf,1
变声,bmug,1
边上,bmuh,1
辨识,bmui,1
便说,bmuo,1
变数,bmuu,1
变瘦,bmuz,1
编织,bmv,1
变招,bmvc,1
编者,bmve,1
变阵,bmvf,1
辩证,bmvg,1
编制,bmvi,1
贬值,bmvi,2
便装,bmvl,1
编撰,bmvr,1
变种,bmvs,1
编著,bmvu,1
变,bmw,1
编外,bmwd,1
变温,bmwf,1
编舞,bmwu,1
变为,bmww,1
变,bmwy,1
忭,bmx,1
变心,bmxb,1
变形,bmxk,1
变相,bmxl,1
变现,bmxm,1
变小,bmxn,1
编写,bmxp,1
便携,bmxp,2
编修,bmxq,1
变压,bmya,1
编印,bmyb,1
遍野,bmye,1
变样,bmyh,1
变异,bmyi,1
编译,bmyi,2
边沿,bmyj,1
变硬,bmyk,1
边缘,bmyr,1
便于,bmyu,1
便有,bmyz,1
遍,bmz,1
编造,bmzc,1
辫子,bmzi,1
边,bmzl,1
变作,bmzo,1
编纂,bmzr,1
编组,bmzu,1
表,bn,1
鳔,bna,1
髟,bnap,1
鳔,bnax,1
瘭,bnb,1
标靶,bnba,1
表白,bnbd,1
标本,bnbf,1
标榜,bnbh,1
标兵,bnbk,1
瘭,bnbx,1
蔈,bnc,1
表层,bncg,1
藨,bnch,1
蔈,bncx,1
表达,bnd,1
表达,bnda,1
表带,bndd,1
瀌,bndh,1
表弟,bndi,1
表单,bndj,1
标定,bndk,1
标点,bndm,1
标段,bndr,1
摽,bnfx,1
表,bnfy,1
表哥,bng,1
标高,bngc,1
表格,bnge,1
麃,bngh,1
标杆,bngj,1
表功,bngs,1
彪,bnh,1
标号,bnhc,1
彪悍,bnhj,1
彪,bnhp,1
裱糊,bnhu,1
熛,bnhx,1
标出,bni,1
飙车,bnie,1
标尺,bnii,1
标出,bniu,1
镖,bnj,1
镳,bnjh,1
标记,bnji,1
标间,bnjm,1
表姐,bnjp,1
飑,bnjs,1
表决,bnjt,1
镖局,bnju,1
标价,bnjx,1
镖客,bnk,1
镖客,bnke,1
表里,bnli,1
表链,bnlm,1
表露,bnlu,1
标,bnm,1
表明,bnmk,1
表面,bnmm,1
杓,bnmu,1
表妹,bnmw,1
骠,bnmx,1
婊,bnn,1
表内,bnnw,1
膘,bno,1
膘,bnox,1
脿,bnoy,1
裱,bnp,1
标牌,bnpd,1
表皮,bnpi,1
表盘,bnpj,1
标普,bnpu,1
标配,bnpw,1
裱,bnpy,1
飙,bnq,1
表亲,bnqb,1
表情,bnqk,1
标枪,bnql,1
标签,bnqm,1
猋,bnqq,1
飙,bnqx,1
俵,bnr,1
儦,bnrh,1
俵,bnry,1
表嫂,bns,1
表嫂,bnsc,1
标题,bnt,1
表态,bntd,1
标题,bnti,1
标贴,bntp,1
表头,bntz,1
表示,bnu,1
飙升,bnug,1
表示,bnui,1
表率,bnuk,1
表述,bnuu,1
表针,bnvf,1
表征,bnvg,1
表彰,bnvh,1
标志,bnvi,1
标注,bnvu,1
标准,bnvy,1
表外,bnw,1
表外,bnwd,1
表现,bnx,1
飙戏,bnxi,1
表形,bnxk,1
表象,bnxl,1
表现,bnxm,1
表兄,bnxs,1
表演,bny,1
表音,bnyb,1
表页,bnye,1
表扬,bnyh,1
表意,bnyi,1
表演,bnyj,1
标语,bnyu,1
标有,bnyz,1
婊子,bnz,1
婊子,bnzi,1
拨,bo,1
鲌,boa,1
鲌,boab,1
博爱,boai,1
博鳌,boao,1
僰,boar,1
帛,bob,1
播报,bobc,1
馞馝,bobi,1
帛,bobj,1
薄冰,bobk,1
伯伯,bobo,1
薄,boc,1
薄,bocc,1
菠菜,bocd,1
蕃,boct,1
菠,bocy,1
波,bod,1
拨打,boda,1
泊,bodb,1
波导,bodc,1
博得,bode,1
渤,bodl,1
剥掉,bodn,1
剥夺,bodo,1
波段,bodr,1
波动,bods,1
波,body,1
搏斗,bodz,1
剥,boe,1
剥,boed,1
波恩,boen,1
嶓,boet,1
播,bof,1
播发,bofa,1
搏,bofc,1
拨,bofd,1
波峰,bofg,1
播放,bofh,1
播,boft,1
伯父,bofu,1
拨付,bofu,2
脖颈,bog,1
脖梗,bogg,1
剥光,bogl,1
波谷,bogu,1
拨给,bogw,1
馞,boh,1
拨号,bohc,1
渤海,bohd,1
薄荷,bohe,1
驳回,bohv,1
波黑,bohw,1
馞,bohz,1
播出,boi,1
泊车,boie,1
波长,boih,1
驳斥,boii,1
薄产,boij,1
播出,boiu,1
铂,boj,1
钵,bojb,1
镈,bojc,1
钹,bojd,1
波及,boji,1
搏击,boji,2
播讲,bojl,1
跛脚,bojn,1
薄酒,bojq,1
伯爵,bojt,1
𬭛,bojy,1
啵,bok,1
拨开,bokd,1
博客,boke,1
拨款,bokr,1
噃,bokt,1
啵,boky,1
哱,bokz,1
卜,bol,1
拨拉,bola,1
柏林,bolb,1
舶来,bold,1
伯乐,bole,1
波浪,bolh,1
玻璃,boli,1
剥离,boli,2
波澜,bolj,1
菠萝,bolo,1
柏,bom,1
柏,bomb,1
欂,bomc,1
搏命,bomk,1
薄面,bomm,1
伯母,bomu,1
驳,bomx,1
拨弄,bon,1
拨弄,bons,1
膊,boo,1
膊,booc,1
脖,booz,1
剥皮,bop,1
袯,bopd,1
剥皮,bopi,1
博取,boq,1
勃起,boqi,1
薄情,boqk,1
博取,boqu,1
伯,bor,1
伯,borb,1
般若,bore,1
薄弱,boro,1
拨冗,bors,1
播送,bos,1
播撒,bosa,1
波斯,bosi,1
播送,boss,1
波涛,bot,1
波涛,botc,1
薄田,botm,1
拨通,bots,1
博,bou,1
孛,bou,2
搏杀,boua,1
砵,boub,1
礴,bouc,1
博士,boui,1
勃,boul,1
檗,boum,1
鹁,boun,1
擘,bouu,1
饽,bouz,1
箔,bov,1
舶,bovb,1
簿,bovc,1
波折,bove,1
播种,bovs,1
簸,bovy,1
玻,bow,1
波纹,bowf,1
亳,bowq,1
泊位,boww,1
玻,bowy,1
博学,box,1
波形,boxk,1
剥削,boxt,1
剥下,boxx,1
波音,boy,1
播音,boyb,1
博弈,boyi,1
播映,boyk,1
跛,boz,1
脖子,bozi,1
踣,bozk,1
跛足,bozu,1
跛,bozy,1
别,bp,1
瘪,bpb,1
别把,bpba,1
瘪,bpbb,1
憋,bpd,1
鳖,bpda,1
别的,bpde,1
蹩,bpdr,1
别动,bpds,1
憋,bpdx,1
别逗,bpdz,1
别烦,bpfj,1
别管,bpg,1
别干,bpgj,1
别国,bpgo,1
别管,bpgr,1
别号,bphc,1
别慌,bphl,1
别后,bphz,1
别吵,bpic,1
别称,bpig,1
别处,bpiu,1
别急,bpj,1
别急,bpji,1
蹩脚,bpjn,1
别家,bpjx,1
别,bpk,1
别,bpkd,1
别克,bpke,1
别看,bpkj,1
别哭,bpku,1
别离,bpl,1
别来,bpld,1
别了,bple,1
别离,bpli,1
别论,bply,1
别忙,bpm,1
憋闷,bpmf,1
别忙,bpmh,1
别名,bpmk,1
别扭,bpn,1
别闹,bpnc,1
别扭,bpnq,1
别弄,bpns,1
别怕,bpp,1
别怕,bppa,1
别跑,bppc,1
别碰,bppg,1
憋屈,bpq,1
憋气,bpqi,1
别去,bpqu,1
别人,bpr,1
别人,bprf,1
别让,bprh,1
憋死,bpsi,1
瘪三,bpsj,1
别提,bpt,1
别太,bptd,1
别提,bpti,1
别谈,bptj,1
别听,bptk,1
别傻,bpua,1
别上,bpuh,1
别说,bpuo,1
别墅,bpuu,1
别睡,bpuv,1
别手,bpuz,1
别致,bpv,1
憋着,bpve,1
别针,bpvf,1
别致,bpvi,1
憋住,bpvu,1
别忘,bpw,1
别问,bpwf,1
别忘,bpwh,1
别无,bpwu,1
别为,bpww,1
别想,bpx,1
别想,bpxl,1
别笑,bpxn,1
别样,bpyh,1
别用,bpys,1
别于,bpyu,1
别再,bpz,1
别再,bpzd,1
别字,bpzi,1
憋足,bpzu,1
瘪嘴,bpzv,1
别走,bpzz,1
并且,bq,1
不然,br,1
比赛,bs,1
不同,bt,1
部,bu,1
不,bua,1
不,buad,1
不安,buan,1
不败,bubd,1
不笨,bubf,1
不必,bubi,1
补办,bubj,1
步兵,bubk,1
不变,bubm,1
不备,bubw,1
蔀,buc,1
不测,buce,1
不曾,bucg,1
补仓,buch,1
不辞,buci,1
不错,buco,1
不大,buda,1
不到,budc,1
布袋,budd,1
不得,bude,1
不等,budg,1
不当,budh,1
不敌,budi,1
不但,budj,1
补丁,budk,1
步调,budn,1
不多,budo,1
不断,budr,1
不懂,buds,1
不堵,budu,1
不对,budv,1
部队,budv,2
不都,budz,1
不饿,bue,1
不饿,buee,1
不二,buer,1
捕,buf,1
步伐,bufa,1
部分,buff,1
不妨,bufh,1
不凡,bufj,1
𬷕,bufn,1
不符,bufu,1
不菲,bufw,1
不够,bug,1
不高,bugc,1
不该,bugd,1
不跟,bugf,1
不敢,bugj,1
不怪,bugk,1
不光,bugl,1
不过,bugo,1
不管,bugr,1
不公,bugs,1
不顾,bugu,1
不贵,bugv,1
不给,bugw,1
卜卦,bugx,1
不够,bugz,1
不好,buhc,1
不和,buhe,1
不很,buhf,1
不含,buhj,1
不坏,buhk,1
不慌,buhl,1
捕获,buho,1
不还,buhr,1
不会,buhv,1
不差,buia,1
不扯,buie,1
不成,buig,1
补偿,buih,1
不迟,buii,1
补充,buis,1
不愁,buiz,1
钚,buj,1
不仅,bujb,1
不急,buji,1
布景,bujk,1
部件,bujm,1
补缴,bujn,1
不解,bujp,1
不久,bujq,1
补救,bujq,2
不觉,bujt,1
布局,buju,1
不均,bujy,1
哺,buk,1
卟,bukb,1
补考,bukc,1
不可,buke,1
不肯,bukf,1
不堪,bukj,1
不快,bukk,1
布控,buks,1
不哭,buku,1
不愧,bukv,1
卜,bul,1
不吝,bulb,1
捕捞,bulc,1
不来,buld,1
不冷,bulg,1
不理,buli,1
补篮,bulj,1
不灵,bulk,1
不良,bull,1
不料,buln,1
部落,bulo,1
捕猎,bulp,1
不留,bulq,1
步履,bulv,1
不累,bulw,1
不论,buly,1
补漏,bulz,1
不买,bumd,1
部门,bumf,1
不忙,bumh,1
不满,bumj,1
不明,bumk,1
不免,bumm,1
不妙,bumn,1
不灭,bump,1
不美,bumw,1
不能,bun,1
不能,bung,1
不难,bunj,1
晡,buo,1
晡,buof,1
布偶,buou,1
补,bup,1
不怕,bupa,1
补品,bupb,1
补拍,bupd,1
布匹,bupi,1
不平,bupk,1
补票,bupn,1
不配,bupw,1
补全,buq,1
补齐,buqi,1
步枪,buql,1
补签,buqm,1
不巧,buqn,1
不求,buqq,1
不全,buqr,1
不缺,buqt,1
不去,buqu,1
堡,bur,1
不热,bure,1
不忍,burf,1
不让,burh,1
不日,buri,1
不然,burj,1
不容,burs,1
堡,burt,1
不如,buru,1
不算,bus,1
不死,busi,1
不算,busr,1
不送,buss,1
不俗,busu,1
埠,but,1
不太,butd,1
埔,butf,1
不疼,butg,1
不提,buti,1
不停,butk,1
不妥,buto,1
补贴,butp,1
不同,buts,1
不图,butu,1
布,buu,1
捕杀,buua,1
不少,buuc,1
不舍,buue,1
不慎,buuf,1
不胜,buug,1
补上,buuh,1
不是,buui,1
不爽,buul,1
不说,buuo,1
部署,buuu,1
补水,buuv,1
不顺,buuy,1
部首,buuz,1
步,buv,1
簿,buvc,1
布阵,buvf,1
补正,buvg,1
部长,buvh,1
布置,buvi,1
补妆,buvl,1
捕捉,buvo,1
步,buvp,1
补助,buvu,1
不准,buvy,1
步骤,buvz,1
不外,buwd,1
不问,buwf,1
不忘,buwh,1
不玩,buwj,1
不无,buwu,1
部位,buww,1
怖,bux,1
不信,buxb,1
不惜,buxi,1
补习,buxi,2
怖,buxj,1
不行,buxk,1
不想,buxl,1
不限,buxm,1
不孝,buxn,1
不屑,buxp,1
补休,buxq,1
不学,buxt,1
不许,buxu,1
部下,buxx,1
不逊,buxy,1
不雅,buya,1
不要,buyc,1
补养,buyh,1
不易,buyi,1
不应,buyk,1
醭,buyn,1
不愿,buyr,1
不用,buys,1
不悦,buyt,1
不予,buyu,1
捕鱼,buyu,2
不由,buyz,1
逋,buz,1
不在,buzd,1
逋,buzf,1
步子,buzi,1
不做,buzo,1
不足,buzu,1
保证,bv,1
B站,bvj,1
被,bw,1
背,bw,2
悲哀,bwa,1
悲哀,bwai,1
备案,bwan,1
背部,bwb,1
背包,bwbc,1
卑鄙,bwbi,1
北边,bwbm,1
北部,bwbu,1
蓓,bwc,1
北侧,bwce,1
悲惨,bwcj,1
蓓,bwck,1
悲催,bwcv,1
北大,bwda,1
被盗,bwdc,1
背带,bwdd,1
背地,bwdi,1
被单,bwdj,1
北段,bwdr,1
被动,bwds,1
背对,bwdv,1
北斗,bwdz,1
陂,bwe,1
陂,bwey,1
悲,bwf,1
北伐,bwfa,1
备份,bwff,1
北风,bwfg,1
北方,bwfh,1
辈,bwfi,1
背负,bwfu,1
北非,bwfw,1
悲,bwfx,1
被告,bwgc,1
杯盖,bwgd,1
悲歌,bwge,1
倍感,bwgj,1
背光,bwgl,1
背锅,bwgo,1
悲观,bwgr,1
庳,bwgu,1
鞴,bwgy,1
焙,bwh,1
备好,bwhc,1
北海,bwhd,1
焙,bwhk,1
备货,bwho,1
悲欢,bwhr,1
被黑,bwhw,1
背后,bwhz,1
备查,bwi,1
备查,bwia,1
贝齿,bwii,1
悲怆,bwil,1
悲愁,bwiz,1
钡,bwj,1
北极,bwji,1
北京,bwjk,1
北疆,bwjl,1
卑贱,bwjm,1
北郊,bwjn,1
钡,bwjr,1
悲剧,bwju,1
倍加,bwjx,1
呗,bwk,1
背靠,bwkc,1
备课,bwke,1
贝壳,bwke,2
贝,bwkr,1
悲苦,bwku,1
被困,bwky,1
被扣,bwkz,1
北,bwl,1
北,bwlb,1
贝勒,bwle,1
背离,bwli,1
惫懒,bwlj,1
悲凉,bwll,1
备料,bwln,1
背,bwlo,1
卑劣,bwlp,1
北路,bwlu,1
蓓蕾,bwlw,1
悖论,bwly,1
背篓,bwlz,1
杯,bwm,1
悲悯,bwmb,1
北门,bwmf,1
悲鸣,bwmk,1
背面,bwmm,1
悖谬,bwmq,1
椑,bwmu,1
北美,bwmw,1
糒,bwmy,1
被虐,bwn,1
贝宁,bwnk,1
被虐,bwnt,1
北欧,bwo,1
貝,bwob,1
北欧,bwou,1
卑,bwp,1
背叛,bwpj,1
北平,bwpk,1
被骗,bwpm,1
北漂,bwpn,1
被迫,bwpo,1
卑,bwpu,1
被,bwpy,1
狈,bwq,1
背起,bwqi,1
背弃,bwqi,2
悲情,bwqk,1
被抢,bwql,1
悲切,bwqp,1
北区,bwqu,1
倍,bwr,1
被人,bwrf,1
倍,bwrk,1
被褥,bwru,1
背诵,bws,1
贝斯,bwsi,1
背诵,bwss,1
倍速,bwsu,1
悲痛,bwt,1
贝塔,bwta,1
被套,bwtc,1
备胎,bwtd,1
悲叹,bwtj,1
备添,bwtm,1
悲痛,bwts,1
北腿,bwtv,1
被偷,bwtz,1
碑,bwu,1
被杀,bwua,1
悲伤,bwuh,1
背时,bwui,1
鐾,bwuj,1
碚,bwuk,1
臂,bwuo,1
背书,bwuu,1
备受,bwuz,1
背着,bwve,1
卑职,bwvi,1
北站,bwvj,1
悲壮,bwvl,1
被捉,bwvo,1
备注,bwvu,1
备,bww,1
碑文,bwwf,1
备忘,bwwh,1
被窝,bwwo,1
备,bwwt,1
卑微,bwww,1
惫,bwwx,1
悖,bwx,1
背心,bwxb,1
悲喜,bwxi,1
背向,bwxl,1
备选,bwxr,1
备用,bwy,1
背阴,bwyb,1
北洋,bwyh,1
被淹,bwyj,1
背影,bwyk,1
备用,bwys,1
北约,bwyt,1
备孕,bwyy,1
备有,bwyz,1
杯子,bwz,1
倍增,bwzg,1
被子,bwzi,1
备足,bwzu,1
必须,bx,1
必要,by,1
不再,bz,1
才,c,1
此,c,2
擦,ca,1
擦边,cab,1
擦边,cabm,1
擦布,cabu,1
擦背,cabw,1
擦擦,cac,1
擦擦,caca,1
擦掉,cad,1
擦地,cadi,1
擦掉,cadn,1
擦,caf,1
擦,cafx,1
擦干,cag,1
擦干,cagj,1
擦挂,cagx,1
擦汗,cah,1
擦痕,cahf,1
擦汗,cahj,1
擦黑,cahw,1
擦除,cai,1
擦车,caie,1
擦除,caiu,1
擦脚,cajn,1
嚓,cak,1
嚓,cakx,1
擦亮,cal,1
擦亮,call,1
擦脸,calm,1
擦破,cap,1
擦碰,capg,1
擦破,capo,1
擦伤,cau,1
擦身,cauf,1
擦伤,cauh,1
擦拭,caui,1
擦手,cauz,1
